MvaluesInNoise	DvaluesInNoise
3.03562390973072	36
1.96642447274102	2149
0.842260537005806	444
1.96642447274102	2149
7.04984854945056	526
0.415037499278844	1
0	0
-3.4964258261195	72
1	1
-2	6
-1.56768450928932	110
1	1
-2.01157932240495	4045
-1.67043184291051	155
-1.96152585218536	55
-1.81816167701419	48
-1.79646660591487	47
-1.22239242133645	1216
-4.35569883154261	740
5.08281182769672	17432
5.08281182769672	17432
4.98608678571473	20687
2.97400479146706	432
2	1.5
3.32192809488736	4.5
-2.41503749927884	26
-3	28
-0.501794140974777	500
-0.500594394509886	499
-4.22881869049588	71
1	1
-4.22881869049588	71
-2.8073549220576	126
-2.8073549220576	126
-2.8073549220576	126
9.10328780841202	274.5
9.12412131182919	278.5
4.90689059560852	14.5
5.24792751344359	18.5
-0.996410708482276	1802
-1.90689059560852	44
3.58496250072116	5.5
0.985933392124228	1617
0.985933392124228	1617
0.985933392124228	1617
0.985933392124228	1617
1	0.5
2	1.5
1.58496250072116	8
3.75002174699165	137
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-7.90889294851967	718
-0.277500424091312	228
-0.277500424091312	228
0.742075773538988	417
5.94307293191516	1271
0.278716028066063	13
-1.66008427518106	741
-1.64053583148311	737
-1.64053583148311	737
-1.64053583148311	737
-1.64053583148311	737
-1.13750352374993	12
-1.13750352374993	12
-1.28950661719498	13
-1.28950661719498	13
-1.28950661719498	13
0.584962500721156	1
-3.71741279674481	316
-3.72582503656101	318
-3.77399632511117	317
-4.70043971814109	12.5
-3.45154083301783	994
-3.45154083301783	994
-3.45154083301783	994
-3.45154083301783	994
-3.45154083301783	994
-3.45154083301783	994
-6.08480838780436	1070
-6.08480838780436	1070
-10.0195907283579	518.5
2.68630323555339	772
2.81532123186766	779
-3.08746284125034	45
-3.08746284125034	45
-3.08746284125034	45
-3.08746284125034	45
-2.08746284125034	39
0.578220922842101	141
0.584962500721156	143
0.584962500721156	143
-4.43250651289446	4860
-4.51393961907727	5287
-4.50727475008825	5305
-4.50727475008825	5305
0.594521329146001	179
1.03663719079242	511
1	0.5
1	0.5
2	1.5
2	1.5
-2.70626879694329	105
0.0832903433610358	46
-1.87446911791614	24
-1.13635594709585	411
-0.142241442756598	126
-0.142241442756598	126
-0.148302189742517	131
-5.39460559937403	616
-0.677324201006298	2891
-3.79836613883035	2376
0	0
-1.58496250072116	4
-1.58496250072116	4
-1.58496250072116	4
-1.58496250072116	4
-1.58496250072116	4
0	0
-1.58496250072116	4
-3	3.5
-3	3.5
2	1.5
2	1.5
0	0
-3.17884431913083	10392
-3.17884431913083	10392
-3.10783564112785	10875
-3.10783564112785	10875
-3.10783564112785	10875
-3.10783564112785	10875
-3.10783564112785	10875
-3.10783564112785	10875
-5.877744249949	289
-2.77854897839737	2245
-2.73587222917194	2242
-2.73587222917194	2242
-3.16372805303058	10732
0	0
-4.01596406328369	4007
-2.22472197947363	812
-2.1618296974071	483
-2.1618296974071	483
-2.1618296974071	483
-3.30437742093506	2717
-3.27460701586275	2716
-3.27922364393312	2717
-2.16060222237125	958
-2.16060222237125	958
-2.16177086969387	959
-1.13354343207933	11800
2	1.5
-2	1.5
-2	1.5
0	0
0	0
0.951090399519054	14
0.584962500721156	5
0.415037499278844	2
2	1.5
4.43276718889718	2863
5.03784670524709	2771
4.0393016501073	664
5.57893871309339	234
0	0
4.70659194512269	226
4.70659194512269	226
3.92481250360578	227
0.415037499278844	1
1.58496250072116	2
-1.83362786570372	2990
-1.25729803628465	146
6.75488750216347	53.5
-2.8073549220576	204
-0.124552452042363	133
-0.124552452042363	133
-6.1168637576909	342
-6.1168637576909	342
1	6
-0.584962500721156	2
-0.584962500721156	2
1	2
-1.72246602447109	23
0	0
0	0
0	0
0	0
