Name	MvalueInSignal	DvalueInSignal	ProbDiffExprn
RBMY1A3P	Inf	Inf	1
TTTY20	Inf	Inf	1
TSPY3	Inf	Inf	1
TSPY8	Inf	Inf	1
TSPY4	Inf	Inf	1
FAM197Y2P	Inf	Inf	1
RBMY3AP	Inf	Inf	1
TTTY22	Inf	Inf	1
TTTY15	Inf	Inf	1
USP9Y	Inf	Inf	1
DDX3Y	Inf	Inf	1
UTY	Inf	Inf	1
TMSB4Y	Inf	Inf	1
VCY	Inf	Inf	1
VCY1B	Inf	Inf	1
LINC00230B	Inf	Inf	1
XKRY	Inf	Inf	1
CDY2A	Inf	Inf	1
CDY2B	Inf	Inf	1
HSFY1	Inf	Inf	1
HSFY2	Inf	Inf	1
TTTY9A	Inf	Inf	1
NCRNA00185	Inf	Inf	1
TTTY14	Inf	Inf	1
CD24	Inf	Inf	1
BCORP1	Inf	Inf	1
TXLNG2P	Inf	Inf	1
KDM5D	Inf	Inf	1
TTTY10	Inf	Inf	1
EIF1AY	Inf	Inf	1
RBMY2EP	Inf	Inf	1
RBMY1D	Inf	Inf	1
RBMY1B	Inf	Inf	1
TTTY13	Inf	Inf	1
PRY	Inf	Inf	1
RBMY1F	Inf	Inf	1
TTTY5	Inf	Inf	1
RBMY2FP	Inf	Inf	1
RBMY1J	Inf	Inf	1
TTTY6	Inf	Inf	1
TTTY17A	Inf	Inf	1
BPY2	Inf	Inf	1
DAZ4	Inf	Inf	1
DAZ1	Inf	Inf	1
DAZ2	Inf	Inf	1
DAZ3	Inf	Inf	1
TTTY3	Inf	Inf	1
CDY1	Inf	Inf	1
CSPG4P1Y	Inf	Inf	1
GOLGA2P2Y	Inf	Inf	1
DQ579249	Inf	Inf	1
TTTY4	Inf	Inf	1
DQ571386	Inf	Inf	1
DQ585964	Inf	Inf	1
AK310350	Inf	Inf	1
TMEM240	Inf	Inf	1
HES3	Inf	Inf	1
SLC2A7	Inf	Inf	1
mir-34	Inf	Inf	1
LOC649330	Inf	Inf	1
PRAMEF14	Inf	Inf	1
PRAMEF18	Inf	Inf	1
PRAMEF20	Inf	Inf	1
PRAMEF17	Inf	Inf	1
RSC1A1	Inf	Inf	1
UQCRHL	Inf	Inf	1
C1orf151-NBL1	Inf	Inf	1
PLA2G2F	Inf	Inf	1
PLA2G2C	Inf	Inf	1
TCEA3	Inf	Inf	1
CATSPER4	Inf	Inf	1
RNU11	Inf	Inf	1
SH3D21	Inf	Inf	1
KIAA0754	Inf	Inf	1
AK309744	Inf	Inf	1
FAM183A	Inf	Inf	1
SNORD38A	Inf	Inf	1
MMACHC	Inf	Inf	1
FLJ40434	Inf	Inf	1
PIN1P1	Inf	Inf	1
SNORD45A	Inf	Inf	1
SNORD45B	Inf	Inf	1
UOX	Inf	Inf	1
CLCA4	Inf	Inf	1
GBP1P1	Inf	Inf	1
SNORA66	Inf	Inf	1
LOC100129046	Inf	Inf	1
AK311400	Inf	Inf	1
NBPF6	Inf	Inf	1
CYMP	Inf	Inf	1
KCNA2	Inf	Inf	1
RP11-165H20.1	Inf	Inf	1
NRAS	Inf	Inf	1
CD101	Inf	Inf	1
BC043601	Inf	Inf	1
DQ592442	Inf	Inf	1
NBPF16	Inf	Inf	1
AK310441	Inf	Inf	1
LOC645166	Inf	Inf	1
FCGR1C	Inf	Inf	1
BC110832	Inf	Inf	1
AB074166	Inf	Inf	1
CGN	Inf	Inf	1
LCE1D	Inf	Inf	1
SPRR2G	Inf	Inf	1
AK307246	Inf	Inf	1
AK308965	Inf	Inf	1
INSRR	Inf	Inf	1
FCGR2C	Inf	Inf	1
FCGR3B	Inf	Inf	1
METTL11B	Inf	Inf	1
SNORD81	Inf	Inf	1
SNORD80	Inf	Inf	1
SNORD79	Inf	Inf	1
SNORD78	Inf	Inf	1
SNORD77	Inf	Inf	1
SNORD76	Inf	Inf	1
SNORD75	Inf	Inf	1
AK056657	Inf	Inf	1
BC039493	Inf	Inf	1
LINC00272	Inf	Inf	1
RGSL1	Inf	Inf	1
FAM58BP	Inf	Inf	1
DDX59	Inf	Inf	1
MIR205HG	Inf	Inf	1
SNORA16B	Inf	Inf	1
SMYD2	Inf	Inf	1
CAPN8	Inf	Inf	1
TRIM67	Inf	Inf	1
OR2C3	Inf	Inf	1
LOC646627	Inf	Inf	1
BC127786	Inf	Inf	1
AKR1CL1	Inf	Inf	1
AK311458	Inf	Inf	1
MEIG1	Inf	Inf	1
TMEM236	Inf	Inf	1
C10orf140	Inf	Inf	1
COMMD3-BMI1	Inf	Inf	1
PRINS	Inf	Inf	1
BC141952	Inf	Inf	1
SEPT7L	Inf	Inf	1
LOC399744	Inf	Inf	1
AK309024	Inf	Inf	1
FLJ00312	Inf	Inf	1
AK309922	Inf	Inf	1
LOC100506939	Inf	Inf	1
ANXA2P3	Inf	Inf	1
AX747098	Inf	Inf	1
BC128552	Inf	Inf	1
EIF5AL1	Inf	Inf	1
KLLN	Inf	Inf	1
LIPM	Inf	Inf	1
IFIT2	Inf	Inf	1
CYP26C1	Inf	Inf	1
PIPSL	Inf	Inf	1
CYP2C19	Inf	Inf	1
NKX2-3	Inf	Inf	1
LOC729020	Inf	Inf	1
NANOS1	Inf	Inf	1
BC132944	Inf	Inf	1
FOXI2	Inf	Inf	1
DPYSL4	Inf	Inf	1
TTC40	Inf	Inf	1
MIR202	Inf	Inf	1
ADAM8	Inf	Inf	1
MIR210HG	Inf	Inf	1
KRTAP5-4	Inf	Inf	1
FAM99A	Inf	Inf	1
KCNQ1DN	Inf	Inf	1
TRIM78P	Inf	Inf	1
TRIM66	Inf	Inf	1
EF537580	Inf	Inf	1
SNORD97	Inf	Inf	1
AL833346	Inf	Inf	1
EF565102	Inf	Inf	1
BC031305	Inf	Inf	1
CRY2	Inf	Inf	1
LOC440040	Inf	Inf	1
BTBD18	Inf	Inf	1
CD5	Inf	Inf	1
BC132896	Inf	Inf	1
SNORA57	Inf	Inf	1
SNORD31	Inf	Inf	1
SNORD26	Inf	Inf	1
NAA40	Inf	Inf	1
PLCB3	Inf	Inf	1
C11orf20	Inf	Inf	1
AB429224	Inf	Inf	1
BC104003	Inf	Inf	1
RBM14-RBM4	Inf	Inf	1
ADRBK1	Inf	Inf	1
BC127192	Inf	Inf	1
SHANK2-AS3	Inf	Inf	1
BC150585	Inf	Inf	1
NDUFC2	Inf	Inf	1
AK311356	Inf	Inf	1
TRIM49L1	Inf	Inf	1
SNORA8	Inf	Inf	1
SNORD5	Inf	Inf	1
SNORA18	Inf	Inf	1
SNORA40	Inf	Inf	1
AK313893	Inf	Inf	1
CASP5	Inf	Inf	1
C11orf34	Inf	Inf	1
CLDN25	Inf	Inf	1
HTR3A	Inf	Inf	1
FAM55B	Inf	Inf	1
AB231711	Inf	Inf	1
TMPRSS4	Inf	Inf	1
AK289390	Inf	Inf	1
PATE3	Inf	Inf	1
DJ031150	Inf	Inf	1
LINC00167	Inf	Inf	1
AK128619	Inf	Inf	1
CACNA2D4	Inf	Inf	1
AK308652	Inf	Inf	1
SCARNA10	Inf	Inf	1
NOP2	Inf	Inf	1
RRPL13L	Inf	Inf	1
MIR141	Inf	Inf	1
NANOGNB	Inf	Inf	1
NANOG	Inf	Inf	1
C12orf33	Inf	Inf	1
LOC144571	Inf	Inf	1
CLEC2A	Inf	Inf	1
KLRAP1	Inf	Inf	1
TAS2R30	Inf	Inf	1
bpl	41-16	Inf	Inf	1
HOTAIR	Inf	Inf	1
NXPH4	Inf	Inf	1
KIAA1002	Inf	Inf	1
METTL1	Inf	Inf	1
TSPAN19	Inf	Inf	1
AK055439	Inf	Inf	1
SLC9A7P1	Inf	Inf	1
SLC17A8	Inf	Inf	1
MAP1LC3B2	Inf	Inf	1
LOC144742	Inf	Inf	1
WDR66	Inf	Inf	1
TUBA3C	Inf	Inf	1
GPR12	Inf	Inf	1
PRHOXNB	Inf	Inf	1
LOC440131	Inf	Inf	1
ZAR1L	Inf	Inf	1
CCDC122	Inf	Inf	1
AK127969	Inf	Inf	1
ATXN8OS	Inf	Inf	1
DKFZp586G0322	Inf	Inf	1
FKSG29	Inf	Inf	1
CUL4A	Inf	Inf	1
BC041856	Inf	Inf	1
SNORD126	Inf	Inf	1
TCRVA15	Inf	Inf	1
AV2S1A1	Inf	Inf	1
hADV14S1	Inf	Inf	1
TRD	Inf	Inf	1
TCRAVN1	Inf	Inf	1
AV4S1	Inf	Inf	1
AV25S1	Inf	Inf	1
hADV36S1	Inf	Inf	1
av27s1	Inf	Inf	1
TRAV1-2J6	Inf	Inf	1
PSMB11	Inf	Inf	1
BC153822	Inf	Inf	1
DHRS4L1	Inf	Inf	1
BC148262	Inf	Inf	1
ARHGAP5-AS1	Inf	Inf	1
SNORD127	Inf	Inf	1
C14orf166	Inf	Inf	1
RPL13AP3	Inf	Inf	1
SLC35F4	Inf	Inf	1
FLJ43390	Inf	Inf	1
C14orf162	Inf	Inf	1
AK024141	Inf	Inf	1
ZDHHC22	Inf	Inf	1
SNORA11B	Inf	Inf	1
C14orf184	Inf	Inf	1
CCDC85C	Inf	Inf	1
MIR379	Inf	Inf	1
MIR380	Inf	Inf	1
MIR376A1	Inf	Inf	1
MIR381	Inf	Inf	1
MIR382	Inf	Inf	1
MIR154	Inf	Inf	1
MIR377	Inf	Inf	1
BC148240	Inf	Inf	1
LINC00239	Inf	Inf	1
GOLGA8DP	Inf	Inf	1
LOC283685	Inf	Inf	1
HBT8	Inf	Inf	1
SNORD116-18	Inf	Inf	1
PAR1	Inf	Inf	1
SNORD115-24	Inf	Inf	1
SNORD115-27	Inf	Inf	1
SNORD115-28	Inf	Inf	1
SNORD115-45	Inf	Inf	1
SNORD115-47	Inf	Inf	1
AK311660	Inf	Inf	1
AK309255	Inf	Inf	1
AK307870	Inf	Inf	1
HERC2P9	Inf	Inf	1
LOC653075	Inf	Inf	1
AK310030	Inf	Inf	1
AK310041	Inf	Inf	1
C15orf62	Inf	Inf	1
STARD9	Inf	Inf	1
LOC728758	Inf	Inf	1
MYO5C	Inf	Inf	1
AK310237	Inf	Inf	1
SCARNA14	Inf	Inf	1
MAP2K1	Inf	Inf	1
SNORD16	Inf	Inf	1
BC104435	Inf	Inf	1
BC150506	Inf	Inf	1
BC150507	Inf	Inf	1
LOC645752	Inf	Inf	1
SH2D7	Inf	Inf	1
LOC390660	Inf	Inf	1
AP3B2	Inf	Inf	1
AK098200	Inf	Inf	1
LOC161527	Inf	Inf	1
AK307134	Inf	Inf	1
DNM1P46	Inf	Inf	1
DJ031154	Inf	Inf	1
FLJ42289	Inf	Inf	1
FAM138E	Inf	Inf	1
DDX11L10	Inf	Inf	1
AL360260	Inf	Inf	1
CCDC154	Inf	Inf	1
BC114455	Inf	Inf	1
CASKIN1	Inf	Inf	1
DQ577714	Inf	Inf	1
NLRC3	Inf	Inf	1
AK304826	Inf	Inf	1
ANKS4B	Inf	Inf	1
CRYM-AS1	Inf	Inf	1
NPIPL3	Inf	Inf	1
LOC554206	Inf	Inf	1
STX1B	Inf	Inf	1
TP53TG3B	Inf	Inf	1
SALL1	Inf	Inf	1
MT1DP	Inf	Inf	1
MT1IP	Inf	Inf	1
MTE	Inf	Inf	1
AK308867	Inf	Inf	1
SNORD111B	Inf	Inf	1
FLJ40448	Inf	Inf	1
SNORD68	Inf	Inf	1
BC160930	Inf	Inf	1
PITPNA	Inf	Inf	1
RAP1GAP2	Inf	Inf	1
ZNF594	Inf	Inf	1
C17orf100	Inf	Inf	1
FBXO39	Inf	Inf	1
SLC35G6	Inf	Inf	1
SNORA67	Inf	Inf	1
BC046191	Inf	Inf	1
VAMP2	Inf	Inf	1
SPDYE4	Inf	Inf	1
DHRS7C	Inf	Inf	1
PIRT	Inf	Inf	1
SNORD49B	Inf	Inf	1
SNORD49A	Inf	Inf	1
ZNF624	Inf	Inf	1
SMCR5	Inf	Inf	1
BC150162	Inf	Inf	1
ALKBH5	Inf	Inf	1
GRAPL	Inf	Inf	1
CCDC144C	Inf	Inf	1
AK310665	Inf	Inf	1
BC067347	Inf	Inf	1
NLK	Inf	Inf	1
SGK494	Inf	Inf	1
AK307275	Inf	Inf	1
SLFN14	Inf	Inf	1
RAPGEFL1	Inf	Inf	1
GJD3	Inf	Inf	1
KRTAP2-1	Inf	Inf	1
KRTAP2-2	Inf	Inf	1
KRTAP4-6	Inf	Inf	1
KRTAP4-3	Inf	Inf	1
KLHL10	Inf	Inf	1
AK092965	Inf	Inf	1
AK311131	Inf	Inf	1
NBR1	Inf	Inf	1
LOC100130581	Inf	Inf	1
ITGA3	Inf	Inf	1
BC126901	Inf	Inf	1
CHAD	Inf	Inf	1
BC114339	Inf	Inf	1
SMARCD2	Inf	Inf	1
SNORD104	Inf	Inf	1
SNORA38B	Inf	Inf	1
WIPI1	Inf	Inf	1
BC150503	Inf	Inf	1
CPSF4L	Inf	Inf	1
LINC00469	Inf	Inf	1
SNORD1C	Inf	Inf	1
SNORD1B	Inf	Inf	1
AK123771	Inf	Inf	1
RBFOX3	Inf	Inf	1
KIAA1554	Inf	Inf	1
AATK	Inf	Inf	1
TYMS	Inf	Inf	1
ADCYAP1	Inf	Inf	1
POTEC	Inf	Inf	1
ANKRD30B	Inf	Inf	1
WBP11P1	Inf	Inf	1
MIR187	Inf	Inf	1
SKOR2	Inf	Inf	1
KDSR	Inf	Inf	1
HMSD	Inf	Inf	1
TIMM21	Inf	Inf	1
LOC400657	Inf	Inf	1
WASH5P	Inf	Inf	1
FLJ45445	Inf	Inf	1
RNF126	Inf	Inf	1
C19orf25	Inf	Inf	1
MEX3D	Inf	Inf	1
LINGO3	Inf	Inf	1
BC052241	Inf	Inf	1
SEMA6B	Inf	Inf	1
BC171868	Inf	Inf	1
SLC25A41	Inf	Inf	1
EMR4P	Inf	Inf	1
MBD3L2	Inf	Inf	1
C19orf79	Inf	Inf	1
FLJ22184	Inf	Inf	1
ZNF121	Inf	Inf	1
C3P1	Inf	Inf	1
SNORD105	Inf	Inf	1
SNORD105B	Inf	Inf	1
C19orf38	Inf	Inf	1
C19orf80	Inf	Inf	1
AK023304	Inf	Inf	1
MIR181D	Inf	Inf	1
BC141944	Inf	Inf	1
CASP14	Inf	Inf	1
AK310794	Inf	Inf	1
AK311380	Inf	Inf	1
CRLF1	Inf	Inf	1
ZNF257	Inf	Inf	1
LOC100101266	Inf	Inf	1
NUDT19	Inf	Inf	1
ZNF599	Inf	Inf	1
ZFP14	Inf	Inf	1
ZNF850	Inf	Inf	1
ZNF793	Inf	Inf	1
RASGRP4	Inf	Inf	1
BC110060	Inf	Inf	1
AXL	Inf	Inf	1
AK311181	Inf	Inf	1
AK310497	Inf	Inf	1
AK096849	Inf	Inf	1
PSG10P	Inf	Inf	1
CEACAM20	Inf	Inf	1
CEACAM22P	Inf	Inf	1
APOC1P1	Inf	Inf	1
QPCTL	Inf	Inf	1
ARHGAP35	Inf	Inf	1
DHX34	Inf	Inf	1
SNORD23	Inf	Inf	1
SNAR-A12	Inf	Inf	1
SNAR-A1	Inf	Inf	1
SNAR-G1	Inf	Inf	1
SNORD32A	Inf	Inf	1
SNORD33	Inf	Inf	1
SNORD34	Inf	Inf	1
SNORD35A	Inf	Inf	1
SNAR-F	Inf	Inf	1
SNORD88B	Inf	Inf	1
CTU1	Inf	Inf	1
ZNF665	Inf	Inf	1
TFPT	Inf	Inf	1
KIR3DX1	Inf	Inf	1
PEG3-AS1	Inf	Inf	1
MIMT1	Inf	Inf	1
ZNF304	Inf	Inf	1
MGC2752	Inf	Inf	1
EPT1	Inf	Inf	1
C2orf70	Inf	Inf	1
GPN1	Inf	Inf	1
BIRC6	Inf	Inf	1
EIF2AK2	Inf	Inf	1
CYP1B1-AS1	Inf	Inf	1
MORN2	Inf	Inf	1
LOC728819	Inf	Inf	1
AK311113	Inf	Inf	1
SNORA70B	Inf	Inf	1
FLJ16124	Inf	Inf	1
BC038723	Inf	Inf	1
AK131224	Inf	Inf	1
SNORA36C	Inf	Inf	1
MOGS	Inf	Inf	1
FUNDC2P2	Inf	Inf	1
SNORD94	Inf	Inf	1
LOC100286979	Inf	Inf	1
RGPD2	Inf	Inf	1
ANKRD36BP2	Inf	Inf	1
GGT8P	Inf	Inf	1
ANKRD20A8P	Inf	Inf	1
LOC729234	Inf	Inf	1
C2orf40	Inf	Inf	1
RGPD8	Inf	Inf	1
FLJ42351	Inf	Inf	1
AK311291	Inf	Inf	1
POTEF	Inf	Inf	1
TISP43	Inf	Inf	1
AK096380	Inf	Inf	1
SNORD11B	Inf	Inf	1
LOC200726	Inf	Inf	1
MIR375	Inf	Inf	1
MOGAT1	Inf	Inf	1
SP140L	Inf	Inf	1
SNORD82	Inf	Inf	1
ASB18	Inf	Inf	1
CXXC11	Inf	Inf	1
RAD21L1	Inf	Inf	1
FKBP1A-SDCBP2	Inf	Inf	1
SNORD119	Inf	Inf	1
LOC100507629	Inf	Inf	1
ISM1	Inf	Inf	1
NKX2-4	Inf	Inf	1
LOC284798	Inf	Inf	1
BC128043	Inf	Inf	1
FAM182A	Inf	Inf	1
PSIMCT-1	Inf	Inf	1
SPINT3	Inf	Inf	1
ZSWIM1	Inf	Inf	1
BC036778	Inf	Inf	1
FKSG56	Inf	Inf	1
SNORD12C	Inf	Inf	1
SNORD12B	Inf	Inf	1
SUMO1P1	Inf	Inf	1
BC037891	Inf	Inf	1
AK310046	Inf	Inf	1
AK309218	Inf	Inf	1
UCKL1	Inf	Inf	1
TCEA2	Inf	Inf	1
BC028044	Inf	Inf	1
KRTAP25-1	Inf	Inf	1
KRTAP20-3	Inf	Inf	1
KRTAP19-8	Inf	Inf	1
C21orf62	Inf	Inf	1
DSCR9	Inf	Inf	1
DSCR10	Inf	Inf	1
LINC00479	Inf	Inf	1
DKFZp586E1322	Inf	Inf	1
HSFY1P1	Inf	Inf	1
BC051721	Inf	Inf	1
PI4KAP1	Inf	Inf	1
POM121L7	Inf	Inf	1
POM121L8P	Inf	Inf	1
LOC96610	Inf	Inf	1
GGTLC2	Inf	Inf	1
IGLL5	Inf	Inf	1
FBXW4P1	Inf	Inf	1
LOC388882	Inf	Inf	1
EU036692	Inf	Inf	1
LOC100128531	Inf	Inf	1
MIR3653	Inf	Inf	1
LOC284912	Inf	Inf	1
KCTD17	Inf	Inf	1
IL5RA	Inf	Inf	1
LINC00312	Inf	Inf	1
GHRLOS2	Inf	Inf	1
GHRLOS	Inf	Inf	1
SLC6A1	Inf	Inf	1
BC152379	Inf	Inf	1
COL6A4P1	Inf	Inf	1
PLCL2	Inf	Inf	1
SCN5A	Inf	Inf	1
SNORA62	Inf	Inf	1
AK311005	Inf	Inf	1
TMIE	Inf	Inf	1
PRSS45	Inf	Inf	1
C3orf71	Inf	Inf	1
BC009321	Inf	Inf	1
LAMB2P1	Inf	Inf	1
C3orf74	Inf	Inf	1
MIR135A1	Inf	Inf	1
SNORD19B	Inf	Inf	1
DKFZp686G21125	Inf	Inf	1
TMPRSS7	Inf	Inf	1
AK311120	Inf	Inf	1
LOC100129550	Inf	Inf	1
ALG1L2	Inf	Inf	1
COL6A5	Inf	Inf	1
AK310239	Inf	Inf	1
PLSCR5	Inf	Inf	1
AK309441	Inf	Inf	1
TMEM14E	Inf	Inf	1
LOC344887	Inf	Inf	1
SNORD2	Inf	Inf	1
SNORA81	Inf	Inf	1
SNORA63	Inf	Inf	1
SNORA4	Inf	Inf	1
MUC20	Inf	Inf	1
FBXO45	Inf	Inf	1
ZNF876P	Inf	Inf	1
FAM53A	Inf	Inf	1
LOC285547	Inf	Inf	1
BC030111	Inf	Inf	1
YIPF7	Inf	Inf	1
KIT	Inf	Inf	1
LOC644145	Inf	Inf	1
SYT14L	Inf	Inf	1
FTLP10	Inf	Inf	1
UGT2A2	Inf	Inf	1
PPBPL2	Inf	Inf	1
AK311578	Inf	Inf	1
HRIHFB2017	Inf	Inf	1
C4orf11	Inf	Inf	1
BC005018	Inf	Inf	1
CDS1	Inf	Inf	1
HSP90AB3P	Inf	Inf	1
EF565118	Inf	Inf	1
GRID2	Inf	Inf	1
CCDC109B	Inf	Inf	1
AK308309	Inf	Inf	1
TNIP3	Inf	Inf	1
ANKRD50	Inf	Inf	1
PABPC4L	Inf	Inf	1
TBC1D9	Inf	Inf	1
AK307172	Inf	Inf	1
LOC285501	Inf	Inf	1
CLDN22	Inf	Inf	1
DUX4L4	Inf	Inf	1
C5orf55	Inf	Inf	1
SDHAP3	Inf	Inf	1
SNORD123	Inf	Inf	1
AK311398	Inf	Inf	1
C5orf43	Inf	Inf	1
BC043516	Inf	Inf	1
SMA	Inf	Inf	1
AK124130	Inf	Inf	1
SMA3	Inf	Inf	1
AK310013	Inf	Inf	1
TMEM174	Inf	Inf	1
AK307154	Inf	Inf	1
LOC644936	Inf	Inf	1
CRSP8P	Inf	Inf	1
BC132949	Inf	Inf	1
PCBD2	Inf	Inf	1
PITX1	Inf	Inf	1
AK310493	Inf	Inf	1
LRRTM2	Inf	Inf	1
DJ031132	Inf	Inf	1
IRGM	Inf	Inf	1
KIF4B	Inf	Inf	1
MIR218-2	Inf	Inf	1
EIF4E1B	Inf	Inf	1
LOC728554	Inf	Inf	1
COL23A1	Inf	Inf	1
SNORD96A	Inf	Inf	1
Z70701	Inf	Inf	1
KU-MEL-3	Inf	Inf	1
SCARNA27	Inf	Inf	1
TMEM170B	Inf	Inf	1
FKSG83	Inf	Inf	1
AK309286	Inf	Inf	1
ZSCAN12	Inf	Inf	1
GPX6	Inf	Inf	1
6M1-18	Inf	Inf	1
HLA-H	Inf	Inf	1
TRIM15	Inf	Inf	1
TRIM39-RPP21	Inf	Inf	1
HCG22	Inf	Inf	1
SNORD84	Inf	Inf	1
SLC44A4	Inf	Inf	1
AK293020	Inf	Inf	1
LEMD2	Inf	Inf	1
LOC285847	Inf	Inf	1
AK125083	Inf	Inf	1
TREML2	Inf	Inf	1
AARS2	Inf	Inf	1
PLA2G7	Inf	Inf	1
MEP1A	Inf	Inf	1
MIR133B	Inf	Inf	1
EF633108	Inf	Inf	1
LOC100506804	Inf	Inf	1
SNORD50B	Inf	Inf	1
AJ420595	Inf	Inf	1
THEMIS	Inf	Inf	1
VNN3	Inf	Inf	1
C6orf94	Inf	Inf	1
LOC729176	Inf	Inf	1
FNDC1	Inf	Inf	1
ACAT2	Inf	Inf	1
AK311212	Inf	Inf	1
BRP44L	Inf	Inf	1
TCP10L2	Inf	Inf	1
HGC6.3	Inf	Inf	1
C6orf208	Inf	Inf	1
AK310146	Inf	Inf	1
ELFN1	Inf	Inf	1
USP42	Inf	Inf	1
ISPD	Inf	Inf	1
LOC541472	Inf	Inf	1
AK311383	Inf	Inf	1
BC121815	Inf	Inf	1
DJ031144	Inf	Inf	1
ZNRF2P1	Inf	Inf	1
SEPT7	Inf	Inf	1
X06774	Inf	Inf	1
AK291611	Inf	Inf	1
BC008049	Inf	Inf	1
C7orf65	Inf	Inf	1
CDC14C	Inf	Inf	1
HPVC1	Inf	Inf	1
VSTM2A	Inf	Inf	1
BC036258	Inf	Inf	1
DQ581928	Inf	Inf	1
ZNF479	Inf	Inf	1
SPDYE7P	Inf	Inf	1
BC047594	Inf	Inf	1
BC110795	Inf	Inf	1
DQ571357	Inf	Inf	1
SPDYE8P	Inf	Inf	1
RSBN1L	Inf	Inf	1
RPL13AP17	Inf	Inf	1
MAGI2-AS3	Inf	Inf	1
CDK6	Inf	Inf	1
LOC100506136	Inf	Inf	1
BC122864	Inf	Inf	1
KPNA7	Inf	Inf	1
DJ051769	Inf	Inf	1
AK091729	Inf	Inf	1
HSPC047	Inf	Inf	1
AK311374	Inf	Inf	1
RELN	Inf	Inf	1
PPP1R3A	Inf	Inf	1
LOC154860	Inf	Inf	1
L13779	Inf	Inf	1
BC142949	Inf	Inf	1
EF565094	Inf	Inf	1
BC150500	Inf	Inf	1
FLJ45340	Inf	Inf	1
LUZP6	Inf	Inf	1
TMEM213	Inf	Inf	1
CLEC2L	Inf	Inf	1
RAB19	Inf	Inf	1
TCRBV5S3A2T	Inf	Inf	1
TCRBV5S2	Inf	Inf	1
TCRBV14S1	Inf	Inf	1
CTAGE4	Inf	Inf	1
ZNF862	Inf	Inf	1
LOC202781	Inf	Inf	1
FAM66B	Inf	Inf	1
LOC100132396	Inf	Inf	1
AK307207	Inf	Inf	1
C8orf15	Inf	Inf	1
FAM66A	Inf	Inf	1
MIR383	Inf	Inf	1
AK308605	Inf	Inf	1
AK311558	Inf	Inf	1
CHRNA2	Inf	Inf	1
MBOAT4	Inf	Inf	1
LOC728024	Inf	Inf	1
NKAIN3	Inf	Inf	1
UG0898H09	Inf	Inf	1
LOC100130301	Inf	Inf	1
AL832262	Inf	Inf	1
DKFZp761D112	Inf	Inf	1
AK291701	Inf	Inf	1
GRHL2	Inf	Inf	1
BX641143	Inf	Inf	1
TMEM65	Inf	Inf	1
AK311257	Inf	Inf	1
C8orf73	Inf	Inf	1
BREA2	Inf	Inf	1
LOC389705	Inf	Inf	1
PTPLAD2	Inf	Inf	1
LINC00032	Inf	Inf	1
ANKRD18B	Inf	Inf	1
SNORD121A	Inf	Inf	1
GNE	Inf	Inf	1
FAM75A3	Inf	Inf	1
FAM74A3	Inf	Inf	1
MGC21881	Inf	Inf	1
AK310876	Inf	Inf	1
LOC100132167	Inf	Inf	1
AK309896	Inf	Inf	1
ANKRD20A1	Inf	Inf	1
LOC100132352	Inf	Inf	1
AK311167	Inf	Inf	1
FOXD4L5	Inf	Inf	1
FAM75D3	Inf	Inf	1
LOC440173	Inf	Inf	1
LOC286238	Inf	Inf	1
SNORA84	Inf	Inf	1
C9orf129	Inf	Inf	1
HABP4	Inf	Inf	1
AK309476	Inf	Inf	1
BDAG1	Inf	Inf	1
LOC286359	Inf	Inf	1
DQ673941	Inf	Inf	1
DQ673969	Inf	Inf	1
DQ673930	Inf	Inf	1
DQ673928	Inf	Inf	1
DQ673945	Inf	Inf	1
DQ673950	Inf	Inf	1
AK310471	Inf	Inf	1
AK311445	Inf	Inf	1
LOC100129034	Inf	Inf	1
TBC1D13	Inf	Inf	1
IER5L	Inf	Inf	1
AK308944	Inf	Inf	1
RAPGEF1	Inf	Inf	1
GTF3C4	Inf	Inf	1
CEL	Inf	Inf	1
SNORD24	Inf	Inf	1
SNORD36B	Inf	Inf	1
SNORD36A	Inf	Inf	1
SNORD36C	Inf	Inf	1
RNU6ATAC	Inf	Inf	1
GLT6D1	Inf	Inf	1
QSOX2	Inf	Inf	1
FLJ40292	Inf	Inf	1
TUBBP5	Inf	Inf	1
PRKX	Inf	Inf	1
ATXN3L	Inf	Inf	1
SCARNA9L	Inf	Inf	1
MAGEB16	Inf	Inf	1
BC132858	Inf	Inf	1
SNORA11C	Inf	Inf	1
ZNF81	Inf	Inf	1
GAGE10	Inf	Inf	1
GAGE2E	Inf	Inf	1
DGKK	Inf	Inf	1
NUDT11	Inf	Inf	1
SNORA11D	Inf	Inf	1
UQCRBP1	Inf	Inf	1
ZC3H12B	Inf	Inf	1
RAB41	Inf	Inf	1
DMRTC1B	Inf	Inf	1
AK311342	Inf	Inf	1
MIR384	Inf	Inf	1
LPAR4	Inf	Inf	1
LOC643486	Inf	Inf	1
GLRA4	Inf	Inf	1
SNORD96B	Inf	Inf	1
SOWAHD	Inf	Inf	1
CXorf64	Inf	Inf	1
USP26	Inf	Inf	1
FMR1-AS1	Inf	Inf	1
LOC100131434	Inf	Inf	1
HSFX2	Inf	Inf	1
GPR50	Inf	Inf	1
GABRA3	Inf	Inf	1
TREX2	Inf	Inf	1
AK307233	Inf	Inf	1
SNORA70	Inf	Inf	1
TTTY2	Inf	Inf	1
RBMY1A1	Inf	Inf	1
RBMY1E	Inf	Inf	1
PRY2	Inf	Inf	1
OR4F16	Inf	Inf	1
LINC00115	Inf	Inf	1
