#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc003ljb.3	PCDHB14																							
uc003ljc.1	PCDHB18																							
uc003lje.3	PCDHB15																							
uc003ljf.3	SLC25A2																							
uc003ljg.3	TAF7																							
uc003lji.2	PCDHGA1																							
uc003ljk.2	PCDHGA2																							
uc003ljm.2	PCDHGA3																							
uc003ljo.2	PCDHGB1																							
uc003ljp.1	PCDHGA4																							
uc003ljq.2	PCDHGA4																							
uc003ljs.2	PCDHGB2																							
uc003lju.2	PCDHGA5																							
uc003ljw.2	PCDHGB3																							
uc003ljy.2	PCDHGA6																							
uc003ljz.1	PCDHGA7																							
uc003lka.2	PCDHGA7																							
uc003lkb.4	PCDHGA8																							
uc003lkc.2	PCDHGB4																							
uc003lkd.2	PCDHGA8																							
uc003lkf.2	PCDHGB5																							
uc003lkh.2	PCDHGA9																							
uc003lki.1	PCDHGB6																							
uc003lkj.2	PCDHGB6																							
uc003lkl.2	PCDHGA10																							
uc003lkm.3	PCDHGB7																							
uc003lkn.2	PCDHGB7																							
uc003lko.1	PCDHGA11																							
uc003lkp.2	PCDHGA11																							
uc003lkq.2	PCDHGA11																							
uc003lkt.2	PCDHGA12																							
uc003lku.1	PCDHGC3																							
uc003lkv.2	PCDHGC3																							
uc003lkw.2	PCDHGC3																							
uc003lky.2	PCDHGC4																							
uc003lla.2	PCDHGC5																							
uc003llb.4	DIAPH1																							
uc003llc.4	DIAPH1																							
uc003lld.1	LOC100505658																							
uc003lle.1	HDAC3																							
uc003llf.2	HDAC3																							
uc003llh.3	RELL2																							
uc003lli.3	RELL2																							
uc003llj.3	FCHSD1																							
uc003llk.3	FCHSD1																							
uc003lll.3	ARAP3																							
uc003llm.3	ARAP3																							
uc003lln.3	ARAP3																							
uc003llo.1	ARAP3																							
uc003llp.3	PCDH1																							
uc003llq.3	PCDH1																							
uc003llr.1	BC127870																							
uc003lls.3	KIAA0141																							
uc003llt.3	KIAA0141																							
uc003llx.3	PCDH12																							
uc003lly.3	RNF14																							
uc003llz.3	RNF14																							
uc003lma.3	RNF14																							
uc003lmb.3	RNF14																							
uc003lmc.3	RNF14																							
uc003lmd.3	RNF14																							
uc003lmf.4	GNPDA1																							
uc003lmg.4	GNPDA1																							
uc003lmh.4	GNPDA1																							
uc003lmi.4	NDFIP1																							
uc003lmj.1	NDFIP1																							
uc003lml.2	SPRY4																							
uc003lmm.3	FGF1																							
uc003lmn.4	FGF1																							
uc003lmp.4	FGF1																							
uc003lmq.3	FGF1																							
uc003lmr.3	FGF1																							
uc003lms.4	FGF1																							
uc003lmt.3	ARHGAP26																							
uc003lmv.3	BC039527																							
uc003lmw.3	ARHGAP26																							
uc003lmy.3	NR3C1																							
uc003lmz.3	NR3C1																							
uc003lna.3	NR3C1																							
uc003lnb.3	NR3C1																							
uc003lnc.3	NR3C1																							
uc003lnd.3	NR3C1																							
uc003lne.3	NR3C1																							
uc003lnf.3	NR3C1																							
uc003lng.2	NR3C1																							
uc003lni.2	NR3C1																							
uc003lnj.3	HMHB1																							
uc003lnk.4	YIPF5																							
uc003lnl.4	YIPF5																							
uc003lnm.1	KCTD16																							
uc003lnn.1	KCTD16																							
uc003lno.1	PRELID2																							
uc003lnp.1	PRELID2																							
uc003lnq.1	PRELID2																							
uc003lnr.1	PRELID2																							
uc003lns.1	GRXCR2																							
uc003lnt.3	SH3RF2																							
uc003lnu.3	SH3RF2																							
uc003lnv.3	PLAC8L1																							
uc003lnw.1	LARS																							
uc003lnx.1	LARS																							
uc003lny.2	RBM27																							
uc003lnz.4	RBM27																							
uc003loa.2	POU4F3																							
uc003lob.3	TCERG1																							
uc003loc.3	TCERG1																							
uc003lod.1	GPR151																							
uc003loe.3	PPP2R2B																							
uc003lof.4	PPP2R2B																							
uc003log.4	PPP2R2B																							
uc003loh.4	PPP2R2B																							
uc003loi.4	PPP2R2B																							
uc003loj.4	PPP2R2B																							
uc003lok.4	PPP2R2B																							
uc003lol.4	STK32A																							
uc003lom.2	STK32A																							
uc003lon.1	DPYSL3																							
uc003loo.3	DPYSL3																							
uc003lop.1	LOC153469																							
uc003loq.1	JAKMIP2																							
uc003lor.1	JAKMIP2																							
uc003los.2	SPINK1																							
uc003lot.2	SCGB3A2																							
uc003lou.3	C5orf46																							
uc003lov.4	C5orf46																							
uc003low.2	SPINK5																							
uc003lox.2	SPINK5																							
uc003loy.2	SPINK5																							
uc003loz.1	SPINK14																							
uc003lpa.3	SPINK6																							
uc003lpb.1	AK054753																							
uc003lpc.3	SPINK13																							
uc003lpd.3	SPINK7																							
uc003lpe.1	SPINK9																							
uc003lpf.1	FBXO38																							
uc003lpg.1	FBXO38																							
uc003lph.2	FBXO38																							
uc003lpn.3	HTR4																							
uc003lpp.1	SH3TC2																							
uc003lpq.1	HTR4																							
uc003lpr.2	ADRB2																							
uc003lps.3	SH3TC2																							
uc003lpt.3	SH3TC2																							
uc003lpu.3	SH3TC2																							
uc003lpv.1	SH3TC2																							
uc003lpw.1	SH3TC2																							
uc003lpx.1	AK056780																							
uc003lpy.2	ABLIM3																							
uc003lpz.1	ABLIM3																							
uc003lqa.1	ABLIM3																							
uc003lqb.3	ABLIM3																							
uc003lqc.1	ABLIM3																							
uc003lqd.1	ABLIM3																							
uc003lqe.1	ABLIM3																							
uc003lqf.3	ABLIM3																							
uc003lqg.4	AFAP1L1																							
uc003lqh.3	AFAP1L1																							
uc003lqi.2	AFAP1L1																							
uc003lqj.3	GRPEL2																							
uc003lqk.2	PCYOX1L																							
uc003lql.2	PCYOX1L																							
uc003lqm.2	PCYOX1L																							
uc003lqn.2	PCYOX1L																							
uc003lqo.3	IL17B																							
uc003lqp.2	MIR143HG																							
uc003lqr.3	BX640700																							
uc003lqs.2	MIR143HG																							
uc003lqu.3	L26953																							
uc003lqw.1	CSNK1A1																							
uc003lqx.1	CSNK1A1																							
uc003lqy.1	CSNK1A1																							
uc003lqz.3	BC005905																							
uc003lra.1	ARHGEF37																							
uc003lrb.2	PPARGC1B																							
uc003lrc.3	PPARGC1B																							
uc003lrd.3	PPARGC1B																							
uc003lre.1	PPARGC1B																							
uc003lrf.3	PPARGC1B																							
uc003lrg.4	PDE6A																							
uc003lrh.3	SLC26A2																							
uc003lri.3	TIGD6																							
uc003lrj.3	TIGD6																							
uc003lrk.4	HMGXB3																							
uc003lrl.3	CSF1R																							
uc003lrm.3	CSF1R																							
uc003lrn.1	PDGF																							
uc003lro.3	PDGFRB																							
uc003lrq.3	CDX1																							
uc003lrr.3	SLC6A7																							
uc003lrt.2	CAMK2A																							
uc003lru.2	CAMK2A																							
uc003lrv.2	ARSI																							
uc003lrw.3	TCOF1																							
uc003lrx.3	TCOF1																							
uc003lry.3	TCOF1																							
uc003lrz.3	TCOF1																							
uc003lsa.3	TCOF1																							
uc003lsc.3	CD74																							
uc003lsd.3	CD74																							
uc003lse.3	CD74																							
uc003lsh.3	RPS14																							
uc003lsi.3	RPS14																							
uc003lsj.3	RPS14																							
uc003lsk.4	NDST1																							
uc003lsl.3	NDST1																							
uc003lsn.3	SYNPO																							
uc003lso.4	SYNPO																							
uc003lsp.3	SYNPO																							
uc003lsr.2	MYOZ3																							
uc003lss.2	MYOZ3																							
uc003lst.3	RBM22																							
uc003lsu.3	DCTN4																							
uc003lsv.3	DCTN4																							
uc003lsw.3	C5orf62																							
uc003lsz.1	ZNF300P1																							
uc003lta.2	ZNF300P1																							
uc003ltb.3	ZNF300P1																							
uc003ltg.3	TNIP1																							
uc003lti.3	TNIP1																							
uc003ltj.3	TNIP1																							
uc003ltk.3	TNIP1																							
uc003ltl.2	ANXA6																							
uc003lto.2	ANXA6																							
uc003ltq.3	CCDC69																							
uc003ltr.4	GM2A																							
uc003ltt.1	GM2A																							
uc003ltv.2	SLC36A3																							
uc003ltw.2	SLC36A3																							
uc003ltx.2	SLC36A3																							
uc003lty.3	SLC36A2																							
uc003ltz.3	SLC36A2																							
uc003lua.3	SLC36A2																							
uc003lub.1	SLC36A1																							
uc003luc.3	SLC36A1																							
uc003lud.4	FAT2																							
uc003lue.4	FAT2																							
uc003luf.3	BC034636																							
uc003lug.3	SPARC																							
uc003lui.3	SPARC																							
uc003luj.3	BC039364																							
uc003luk.3	ATOX1																							
uc003lul.1	AX747215																							
uc003lum.3	G3BP1																							
uc003lun.3	G3BP1																							
uc003luo.1	AX747080																							
uc003lup.1	AX747080																							
uc003luq.3	G3BP1																							
uc003lur.3	GLRA1																							
uc003lus.3	GLRA1																							
uc003lut.3	GLRA1																							
uc003luu.1	AK001582																							
uc003luv.2	NMUR2																							
uc003luw.1	AX747764																							
uc003lux.1	AK123816																							
uc003luy.4	GRIA1																							
uc003luz.4	GRIA1																							
uc003lva.4	GRIA1																							
uc003lvb.3	FAM114A2																							
uc003lvc.3	FAM114A2																							
uc003lvd.3	FAM114A2																							
uc003lve.3	FAM114A2																							
uc003lvf.2	MFAP3																							
uc003lvg.1	GALNT10																							
uc003lvh.3	GALNT10																							
uc003lvi.3	FLJ38109																							
uc003lvk.3	SAP30L																							
uc003lvl.3	AF157115																							
uc003lvm.4	SAP30L																							
uc003lvn.3	HAND1																							
uc003lvo.3	LARP1																							
uc003lvs.4	C5orf4																							
uc003lvu.3	CNOT8																							
uc003lvv.3	CNOT8																							
uc003lvw.3	CNOT8																							
uc003lvx.3	GEMIN5																							
uc003lvy.4	MRPL22																							
uc003lvz.4	MRPL22																							
uc003lwa.1	SGCD																							
uc003lwb.3	SGCD																							
uc003lwc.4	SGCD																							
uc003lwd.4	SGCD																							
uc003lwf.1	PPP1R2P3																							
uc003lwg.2	TIMD4																							
uc003lwh.2	TIMD4																							
uc003lwi.2	HAVCR1																							
uc003lwk.2	HAVCR2																							
uc003lwl.3	HAVCR2																							
uc003lwm.4	MED7																							
uc003lwn.3	FAM71B																							
uc003lwo.1	ITK																							
uc003lwt.3	CYFIP2																							
uc003lwu.2	FNDC9																							
uc003lww.2	ADAM19																							
uc003lwx.4	NIPAL4																							
uc003lwy.3	ADAM19																							
uc003lwz.3	ADAM19																							
uc003lxb.1	SOX30																							
uc003lxc.1	SOX30																							
uc003lxd.3	THG1L																							
uc003lxe.1	LSM11																							
uc003lxf.1	AK023159																							
uc003lxg.2	CLINT1																							
uc003lxh.2	CLINT1																							
uc003lxi.2	CLINT1																							
uc003lxj.2	CLINT1																							
uc003lxl.4	EBF1																							
uc003lxm.1	AK123543																							
uc003lxo.2	RNF145																							
uc003lxp.3	RNF145																							
uc003lxq.2	UBLCP1																							
uc003lxr.1	IL12B																							
uc003lxs.1	LOC285626																							
uc003lxt.1	ADRA1B																							
uc003lxu.3	TTC1																							
uc003lxv.4	PWWP2A																							
uc003lxx.1	FABP6																							
uc003lxy.1	AK097242																							
uc003lxz.1	FABP6																							
uc003lya.1	FABP6																							
uc003lyb.1	CCNJL																							
uc003lyc.1	CCNJL																							
uc003lyd.3	C1QTNF2																							
uc003lye.1	C5orf54																							
uc003lyf.1	C5orf54																							
uc003lyg.3	SLU7																							
uc003lyh.1	SLU7																							
uc003lyi.1	SLU7																							
uc003lyj.3	PTTG1																							
uc003lyk.3	PTTG1																							
uc003lyl.4	DQ658414																							
uc003lym.1	ATP10B																							
uc003lyn.3	ATP10B																							
uc003lyo.2	ATP10B																							
uc003lyp.2	ATP10B																							
uc003lyq.2	LOC285629																							
uc003lyr.1	GABRB2																							
uc003lys.1	GABRB2																							
uc003lyt.1	GABRB2																							
uc003lyu.2	GABRA6																							
uc003lyv.2	GABRA6																							
uc003lyx.4	GABRA1																							
uc003lyy.4	GABRG2																							
uc003lyz.4	GABRG2																							
uc003lzb.3	CCNG1																							
uc003lzc.3	CCNG1																							
uc003lzd.1	AK124680																							
uc003lze.3	NUDCD2																							
uc003lzf.3	HMMR																							
uc003lzg.3	HMMR																							
uc003lzh.3	HMMR																							
uc003lzi.3	BC035392																							
uc003lzj.3	MAT2B																							
uc003lzk.3	MAT2B																							
uc003lzl.1	MAT2B																							
uc003lzm.3	MAT2B																							
uc003lzn.3	BC011998																							
uc003lzq.2	ODZ2																							
uc003lzr.4	ODZ2																							
uc003lzt.4	ODZ2																							
uc003lzu.3	WWC1																							
uc003lzv.3	WWC1																							
uc003lzw.3	WWC1																							
uc003lzx.3	RARS																							
uc003lzy.3	M55536																							
uc003lzz.2	PANK3																							
uc003maa.2	MIR103A1																							
uc003mab.3	SLIT3																							
uc003mac.1	SLIT3																							
uc003mad.1	AK098705																							
uc003mae.4	CCDC99																							
uc003maf.3	DOCK2																							
uc003mag.2	FAM196B																							
uc003mah.3	DOCK2																							
uc003mai.4	FOXI1																							
uc003maj.4	FOXI1																							
uc003mak.1	AK055811																							
uc003mal.2	C5orf58																							
uc003man.1	LCP2																							
uc003map.3	KCNIP1																							
uc003maq.1	KCNMB1																							
uc003mar.3	KCNMB1																							
uc003mas.3	KCNIP1																							
uc003mat.3	KCNIP1																							
uc003mau.3	GABRP																							
uc003maw.3	RANBP17																							
uc003max.2	RANBP17																							
uc003may.2	RANBP17																							
uc003maz.2	RANBP17																							
uc003mba.3	RANBP17																							
uc003mbb.3	RANBP17																							
uc003mbc.3	RANBP17																							
uc003mbd.3	RANBP17																							
uc003mbe.1	AX746723																							
uc003mbf.3	TLX3																							
uc003mbh.3	NPM1																							
uc003mbi.3	NPM1																							
uc003mbj.3	NPM1																							
uc003mbk.3	FGF18																							
uc003mbl.1	FBXW11																							
uc003mbm.1	FBXW11																							
uc003mbn.1	FBXW11																							
uc003mbo.1	STK10																							
uc003mbp.1	UBTD2																							
uc003mbr.3	SH3PXD2B																							
uc003mbs.1	SH3PXD2B																							
uc003mbt.3	NEURL1B																							
uc003mbu.2	DUSP1																							
uc003mbv.2	DUSP1																							
uc003mbw.4	ERGIC1																							
uc003mbx.3	BX648961																							
uc003mby.4	ERGIC1																							
uc003mbz.4	ERGIC1																							
uc003mca.4	ERGIC1																							
uc003mcc.3	RPL26L1																							
uc003mcd.1	ATP6V0E1																							
uc003mce.1	SNORA74B																							
uc003mcf.3	C5orf41																							
uc003mcg.3	C5orf41																							
uc003mch.3	C5orf41																							
uc003mci.4	BNIP1																							
uc003mcj.4	BNIP1																							
uc003mck.4	BNIP1																							
uc003mcl.4	BNIP1																							
uc003mcm.2	NKX2-5																							
uc003mcn.1	STC2																							
uc003mco.1	STC2																							
uc003mcp.4	LOC285593																							
uc003mcq.2	BOD1																							
uc003mcr.2	BOD1																							
uc003mcs.4	CPEB4																							
uc003mcu.4	CPEB4																							
uc003mcv.3	C5orf47																							
uc003mcw.4	C5orf47																							
uc003mcx.3	HMP19																							
uc003mcy.3	MSX2																							
uc003mcz.3	DRD1																							
uc003mda.2	SFXN1																							
uc003mdb.1	SFXN1																							
uc003mdc.4	HRH2																							
uc003mdd.2	HRH2																							
uc003mde.1	CPLX2																							
uc003mdf.1	CPLX2																							
uc003mdg.4	THOC3																							
uc003mdh.3	THOC3																							
uc003mdk.3	FAM153B																							
uc003mdl.2	LOC100507387																							
uc003mdm.1	LOC100507387																							
uc003mdn.3	LOC643201																							
uc003mdo.1	LOC643201																							
uc003mdq.3	DQ576909																							
uc003mdr.3	C5orf25																							
uc003mds.4	C5orf25																							
uc003mdt.4	C5orf25																							
uc003mdu.1	C5orf25																							
uc003mdv.3	C5orf25																							
uc003mdw.3	KIAA1191																							
uc003mdx.3	KIAA1191																							
uc003mdy.3	KIAA1191																							
uc003mdz.3	KIAA1191																							
uc003mea.3	KIAA1191																							
uc003meb.3	ARL10																							
uc003mec.1	ARL10																							
uc003med.3	NOP16																							
uc003mee.3	NOP16																							
uc003meg.3	HIGD2A																							
uc003meh.3	CLTB																							
uc003mei.3	CLTB																							
uc003mej.4	FAF2																							
uc003mek.1	RNF44																							
uc003mel.1	RNF44																							
uc003mem.2	CDHR2																							
uc003men.1	CDHR2																							
uc003meo.1	GPRIN1																							
uc003mep.3	SNCB																							
uc003meq.3	SNCB																							
uc003mes.3	TSPAN17																							
uc003met.3	TSPAN17																							
uc003meu.3	TSPAN17																							
uc003mew.3	TSPAN17																							
uc003mex.1	UNC5A																							
uc003mey.3	UNC5A																							
uc003mez.3	HK3																							
uc003mfa.3	HK3																							
uc003mfd.2	UIMC1																							
uc003mfe.1	UIMC1																							
uc003mff.1	UIMC1																							
uc003mfi.3	ZNF346																							
uc003mfk.1	ZNF346																							
uc003mfl.3	FGFR4																							
uc003mfm.3	FGFR4																							
uc003mfn.1	FGFR4																							
uc003mfo.3	FGFR4																							
uc003mfp.2	NSD1																							
uc003mfq.3	NSD1																							
uc003mfr.4	NSD1																							
uc003mfs.1	NSD1																							
uc003mft.4	NSD1																							
uc003mfv.3	RAB24																							
uc003mfw.3	RAB24																							
uc003mfx.3	PRELID1																							
uc003mga.3	MXD3																							
uc003mgb.2	MXD3																							
uc003mge.3	LMAN2																							
uc003mgf.3	RGS14																							
uc003mgg.1	RGS14																							
uc003mgh.3	RGS14																							
uc003mgi.3	RGS14																							
uc003mgk.4	SLC34A1																							
uc003mgl.2	PFN3																							
uc003mgo.4	F12																							
uc003mgq.2	GRK6																							
uc003mgs.1	GRK6																							
uc003mgt.3	LOC340037																							
uc003mgu.2	PRR7																							
uc003mgv.2	PRR7																							
uc003mgw.2	PRR7																							
uc003mgx.2	DBN1																							
uc003mgy.2	DBN1																							
uc003mgz.1	DBN1																							
uc003mha.1	PDLIM7																							
uc003mhb.1	PDLIM7																							
uc003mhc.1	PDLIM7																							
uc003mhd.1	PDLIM7																							
uc003mhe.1	PDLIM7																							
uc003mhf.3	PDLIM7																							
uc003mhg.1	PDLIM7																							
uc003mhh.4	DOK3																							
uc003mhi.4	DOK3																							
uc003mhj.4	DOK3																							
uc003mhk.3	DOK3																							
uc003mhn.3	DDX41																							
uc003mho.3	DDX41																							
uc003mhp.3	DDX41																							
uc003mhq.1	DDX41																							
uc003mhr.3	FAM193B																							
uc003mht.3	FAM193B																							
uc003mhu.3	FAM193B																							
uc003mhv.3	FAM193B																							
uc003mhw.3	FAM193B																							
uc003mhx.3	TMED9																							
uc003mhy.3	B4GALT7																							
uc003mhz.3	B4GALT7																							
uc003mib.1	FAM153A																							
uc003mic.3	FAM153A																							
uc003mie.3	AK126616																							
uc003mif.1	PROP1																							
uc003mik.1	N4BP3																							
uc003mil.1	AK127224																							
uc003mim.3	RMND5B																							
uc003min.3	RMND5B																							
uc003mio.3	RMND5B																							
uc003miq.3	RMND5B																							
uc003mir.2	NHP2																							
uc003mis.2	NHP2																							
uc003mit.1	GMCL1P1																							
uc003miu.3	HNRNPAB																							
uc003miv.3	HNRNPAB																							
uc003mix.3	HNRNPAB																							
uc003miy.3	AGXT2L2																							
uc003miz.3	AGXT2L2																							
uc003mja.3	AGXT2L2																							
uc003mjb.3	AGXT2L2																							
uc003mjc.3	AGXT2L2																							
uc003mjd.1	AGXT2L2																							
uc003mjf.1	CLK4																							
uc003mjg.1	CLK4																							
uc003mjh.1	CLK4																							
uc003mji.2	CLK4																							
uc003mjj.3	ZNF354A																							
uc003mjk.3	AACSP1																							
uc003mjl.3	ZNF354B																							
uc003mjm.3	ZNF354B																							
uc003mjn.1	ZFP2																							
uc003mjo.2	ZNF454																							
uc003mjp.3	ZNF454																							
uc003mjq.3	GRM6																							
uc003mjr.3	GRM6																							
uc003mjs.1	GRM6																							
uc003mjt.4	ZNF879																							
uc003mju.3	ZNF354C																							
uc003mjw.3	ADAMTS2																							
uc003mjy.1	AX747985																							
uc003mjz.1	AX747985																							
uc003mka.1	RUFY1																							
uc003mkb.1	RUFY1																							
uc003mkc.1	RUFY1																							
uc003mkd.1	RUFY1																							
uc003mke.4	HNRNPH1																							
uc003mkf.4	HNRNPH1																							
uc003mkg.4	HNRNPH1																							
uc003mkh.4	HNRNPH1																							
uc003mki.3	C5orf60																							
uc003mkj.1	AX747879																							
uc003mkk.3	CANX																							
uc003mkl.3	CANX																							
uc003mkm.3	MAML1																							
uc003mkn.1	MAML1																							
uc003mko.3	LTC4S																							
uc003mkp.3	MGAT4B																							
uc003mkq.3	MGAT4B																							
uc003mkr.3	MGAT4B																							
uc003mks.3	MGAT4B																							
uc003mkt.1	SQSTM1																							
uc003mkw.4	SQSTM1																							
uc003mkx.3	SQSTM1																							
uc003mky.2	C5orf45																							
uc003mla.3	C5orf45																							
uc003mlb.3	C5orf45																							
uc003mlc.3	C5orf45																							
uc003mle.3	BC040901																							
uc003mlf.3	TBC1D9B																							
uc003mlg.3	TBC1D9B																							
uc003mlh.3	TBC1D9B																							
uc003mli.3	TBC1D9B																							
uc003mlj.3	TBC1D9B																							
uc003mlk.1	TBC1D9B																							
uc003mll.1	RNF130																							
uc003mlm.1	RNF130																							
uc003mln.3	MIR340																							
uc003mlp.4	RASGEF1C																							
uc003mlq.3	RASGEF1C																							
uc003mlr.3	RASGEF1C																							
uc003mls.4	MAPK9																							
uc003mlt.4	MAPK9																							
uc003mlv.4	MAPK9																							
uc003mlw.1	GFPT2																							
uc003mlx.3	CNOT6																							
uc003mly.3	SCGB3A1																							
uc003mlz.4	FLT4																							
uc003mma.4	FLT4																							
uc003mmb.1	FLT4																							
uc003mmc.3	DQ579975																							
uc003mmd.2	DQ596473																							
uc003mme.3	DQ570121																							
uc003mmf.1	OR2Y1																							
uc003mmg.4	MGAT1																							
uc003mmh.4	MGAT1																							
uc003mmi.4	MGAT1																							
uc003mmj.2	AK026101																							
uc003mmk.4	LOC729678																							
uc003mmm.4	ZFP62																							
uc003mmp.3	BTNL8																							
uc003mmq.3	BTNL8																							
uc003mmr.3	BTNL3																							
uc003mmt.3	BTNL9																							
uc003mmv.1	TRIM7																							
uc003mmw.1	TRIM7																							
uc003mmx.1	TRIM7																							
uc003mmy.1	TRIM7																							
uc003mmz.1	TRIM7																							
uc003mna.2	TRIM7																							
uc003mnb.1	AX748230																							
uc003mnc.2	TRIM41																							
uc003mnd.2	TRIM41																							
uc003mne.2	TRIM41																							
uc003mnf.2	TRIM41																							
uc003mng.1	TRIM41																							
uc003mni.1	GNB2L1																							
uc003mnj.1	GNB2L1																							
uc003mnn.1	SNORD95																							
uc003mnp.3	TRIM52																							
uc003mnq.3	BC016291																							
uc003mns.2	LOC100133331																							
uc003mny.1	BC036251																							
uc003mqa.3	SERF1B																							
uc003mqi.3	DQ596042																							
uc003msx.3	DUSP22																							
uc003msy.1	DUSP22																							
uc003msz.4	IRF4																							
uc003mta.4	IRF4																							
uc003mtb.4	IRF4																							
uc003mtc.1	IRF4																							
uc003mtd.3	EXOC2																							
uc003mte.3	EXOC2																							
uc003mtg.3	HUS1B																							
uc003mth.1	AX747750																							
uc003mti.1	AK093403																							
uc003mtj.3	LOC285768																							
uc003mtk.1	AX747250																							
uc003mtl.4	FOXQ1																							
uc003mtm.3	FOXF2																							
uc003mto.3	BC087858																							
uc003mtp.3	FOXC1																							
uc003mtq.3	GMDS																							
uc003mtr.3	AK024936																							
uc003mts.1	AK023629																							
uc003mtu.1	AJ420566																							
uc003mtv.3	AK091028																							
uc003mtw.2	C6orf195																							
uc003mtx.4	MYLK4																							
uc003mty.4	MYLK4																							
uc003mtz.3	WRNIP1																							
uc003mua.3	WRNIP1																							
uc003mub.3	SERPINB1																							
uc003mud.3	MGC39372																							
uc003mue.3	AY927512																							
uc003muf.3	SERPINB9																							
uc003mug.3	SERPINB9																							
uc003muh.3	SERPINB9																							
uc003mui.3	SERPINB6																							
uc003muj.3	SERPINB6																							
uc003muk.3	SERPINB6																							
uc003mul.3	SERPINB6																							
uc003mum.3	SERPINB6																							
uc003mun.3	SERPINB6																							
uc003muo.3	SERPINB6																							
uc003mup.1	NQO2																							
uc003mur.4	DKFZP686I15217																							
uc003mus.2	NQO2																							
uc003mut.2	NQO2																							
uc003muv.4	RIPK1																							
uc003mux.3	RIPK1																							
uc003muy.3	BPHL																							
uc003muz.3	BPHL																							
uc003mva.3	BPHL																							
uc003mvb.3	TUBB2A																							
uc003mvc.3	TUBB2A																							
uc003mve.3	LOC100507194																							
uc003mvf.3	LOC100507194																							
uc003mvg.3	TUBB2B																							
uc003mvi.1	AK096219																							
uc003mvj.4	PSMG4																							
uc003mvl.1	AL389983																							
uc003mvm.3	SLC22A23																							
uc003mvn.3	SLC22A23																							
uc003mvo.3	SLC22A23																							
uc003mvp.1	SLC22A23																							
uc003mvq.1	AX746991																							
uc003mvs.1	AK096549																							
uc003mvt.2	PXDC1																							
uc003mvu.3	FAM50B																							
uc003mvv.3	PRPF4B																							
uc003mvw.3	PRPF4B																							
uc003mvx.3	C6orf146																							
uc003mvy.3	C6orf146																							
uc003mvz.4	C6orf201																							
uc003mwa.4	C6orf201																							
uc003mwb.4	C6orf201																							
uc003mwc.3	ECI2																							
uc003mwd.3	ECI2																							
uc003mwe.3	ECI2																							
uc003mwf.3	ECI2																							
uc003mwg.1	AK092451																							
uc003mwi.3	CDYL																							
uc003mwj.3	CDYL																							
uc003mwk.3	CDYL																							
uc003mwl.3	RPP40																							
uc003mwm.3	RPP40																							
uc003mwn.1	AK094934																							
uc003mwo.3	BC042032																							
uc003mwp.3	LYRM4																							
uc003mwq.3	LYRM4																							
uc003mwr.2	FARS2																							
uc003mwu.3	NRN1																							
uc003mwv.3	F13A1																							
uc003mww.4	LY86-AS1																							
uc003mwx.2	LY86-AS1																							
uc003mwy.1	LY86																							
uc003mwz.1	LY86																							
uc003mxa.3	BC039678																							
uc003mxb.3	RREB1																							
uc003mxc.3	RREB1																							
uc003mxd.3	RREB1																							
uc003mxf.4	SSR1																							
uc003mxh.3	CAGE1																							
uc003mxj.3	CAGE1																							
uc003mxk.2	CAGE1																							
uc003mxl.2	CAGE1																							
uc003mxm.1	RIOK1																							
uc003mxn.3	RIOK1																							
uc003mxo.3	RIOK1																							
uc003mxp.1	DSP																							
uc003mxq.1	DSP																							
uc003mxr.3	SNRNP48																							
uc003mxs.3	SNRNP48																							
uc003mxt.1	SNRNP48																							
uc003mxu.4	BMP6																							
uc003mxv.3	TXNDC5																							
uc003mxw.3	TXNDC5																							
uc003mxx.4	PIP5K1P1																							
uc003mxy.3	MUTED																							
uc003mxz.3	EEF1E1																							
uc003myb.3	SLC35B3																							
uc003myc.3	SLC35B3																							
uc003myd.3	SLC35B3																							
uc003mye.3	LOC100506207																							
uc003myf.3	HULC																							
uc003myh.1	OFCC1																							
uc003myi.3	MRDS1																							
uc003myj.1	OFCC1																							
uc003myk.1	MRDS1																							
uc003myl.1	MRDS1																							
uc003mym.1	MRDS1																							
uc003myn.3	OFCC1																							
uc003myo.1	AF548120																							
uc003myp.1	MRDS1																							
uc003myq.3	TFAP2A																							
uc003myr.3	TFAP2A																							
uc003mys.3	TFAP2A																							
uc003myt.3	TFAP2A																							
uc003myu.1	TFAP2A																							
uc003myw.3	LOC100130275																							
uc003myx.3	LOC100130275																							
uc003myy.1	LOC100130275																							
uc003myz.2	LINC00518																							
uc003mza.3	GCNT2																							
uc003mzc.4	GCNT2																							
uc003mzd.3	GCNT2																							
uc003mze.3	GCNT2																							
uc003mzf.4	C6orf52																							
uc003mzg.3	PAK1IP1																							
uc003mzh.3	TMEM14C																							
uc003mzk.4	TMEM14B																							
uc003mzm.3	MAK																							
uc003mzn.4	GCM2																							
uc003mzo.3	SYCP2L																							
uc003mzp.4	ELOVL2																							
uc003mzq.1	LOC100506409																							
uc003mzt.3	ERVFRD-1																							
uc003mzv.2	NEDD9																							
uc003mzw.3	NEDD9																							
uc003mzx.3	NEDD9																							
uc003mzy.3	BC030116																							
uc003mzz.1	BC038755																							
uc003naa.3	C6orf105																							
uc003nab.3	C6orf105																							
