#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc011klf.2	FAM185A																							
uc011klg.2	FAM185A																							
uc011kli.2	ARMC10																							
uc011klj.1	NAPEPLD																							
uc011klk.1	RPL19P12																							
uc011kll.1	PMPCB																							
uc011klm.1	PMPCB																							
uc011kln.2	PSMC2																							
uc011klo.2	PSMC2																							
uc011klp.2	ORC5																							
uc011klq.1	ATXN7L1																							
uc011klr.1	ATXN7L1																							
uc011kls.1	CDHR3																							
uc011klt.2	CDHR3																							
uc011klu.1	NAMPT																							
uc011klv.2	HBP1																							
uc011klw.2	DUS4L																							
uc011klx.2	DUS4L																							
uc011kly.1	BCAP29																							
uc011kma.1	BCAP29																							
uc011kmb.2	SLC26A4																							
uc011kmc.2	SLC26A4																							
uc011kmd.2	SLC26A4																							
uc011kme.2	CBLL1																							
uc011kmf.2	CBLL1																							
uc011kmg.2	DLD																							
uc011kmh.2	DLD																							
uc011kmi.2	DLD																							
uc011kmj.2	NRCAM																							
uc011kmk.2	NRCAM																							
uc011kml.2	DOCK4																							
uc011kmm.2	DOCK4																							
uc011kmn.2	IFRD1																							
uc011kmo.2	IFRD1																							
uc011kmp.2	IFRD1																							
uc011kmq.2	C7orf53																							
uc011kmr.2	TMEM168																							
uc011kms.1	C7orf60																							
uc011kmt.2	LOC401397																							
uc011kmu.2	FOXP2																							
uc011kmv.2	FOXP2																							
uc011kmw.2	TFEC																							
uc011kmx.2	TES																							
uc011kmy.2	TES																							
uc011kmz.1	MET																							
uc011kna.1	MET																							
uc011knb.1	MET																							
uc011knc.1	MET																							
uc011knd.2	MET																							
uc011kne.2	MET																							
uc011knf.2	MET																							
uc011kng.1	MET																							
uc011knh.1	MET																							
uc011kni.2	MET																							
uc011knj.2	MET																							
uc011knk.2	CAPZA2																							
uc011knl.2	ST7																							
uc011knm.2	ST7																							
uc011kno.1	ASZ1																							
uc011knp.1	ASZ1																							
uc011knq.2	CFTR																							
uc011knr.1	ING3																							
uc011kns.2	ING3																							
uc011knt.2	PTPRZ1																							
uc011knu.2	AASS																							
uc011knv.2	AASS																							
uc011knw.2	AASS																							
uc011kny.2	IQUB																							
uc011knz.2	HYAL4																							
uc011koa.1	SPAM1																							
uc011kob.2	TMEM229A																							
uc011koc.2	EU233817																							
uc011koe.2	POT1																							
uc011kof.1	GRM8																							
uc011kog.1	FSCN3																							
uc011koh.1	FSCN3																							
uc011koi.2	MIR129-1																							
uc011koj.1	RBM28																							
uc011kok.1	RBM28																							
uc011kol.1	IMPDH1																							
uc011kom.1	IMPDH1																							
uc011kon.1	IMPDH1																							
uc011kop.2	METTL2B																							
uc011koq.1	FAM71F1																							
uc011kor.2	KCP																							
uc011kos.1	KCP																							
uc011kot.1	IRF5																							
uc011kou.1	IRF5																							
uc011kov.2	AHCYL2																							
uc011kox.2	AHCYL2																							
uc011koy.2	FAM40B																							
uc011koz.2	FAM40B																							
uc011kpa.2	NRF1																							
uc011kpb.1	MIR182																							
uc011kpc.1	CPA2																							
uc011kpd.2	CPA4																							
uc011kpe.2	CPA4																							
uc011kpf.1	CPA1																							
uc011kpg.2	CEP41																							
uc011kph.2	MEST																							
uc011kpi.2	MIR335																							
uc011kpj.2	MIR29A																							
uc011kpk.2	FLJ43663																							
uc011kpl.2	MKLN1																							
uc011kpm.2	MKLN1																							
uc011kpn.1	CHCHD3																							
uc011kpo.2	EXOC4																							
uc011kpp.2	EXOC4																							
uc011kpq.2	EXOC4																							
uc011kpr.2	AKR1B15																							
uc011kpt.2	CALD1																							
uc011kpu.2	CALD1																							
uc011kpv.2	CALD1																							
uc011kpw.2	AGBL3																							
uc011kpx.2	STRA8																							
uc011kpy.2	CNOT4																							
uc011kpz.2	CNOT4																							
uc011kqa.1	NUP205																							
uc011kqb.1	AKR1D1																							
uc011kqc.1	AKR1D1																							
uc011kqd.1	AKR1D1																							
uc011kqe.1	AKR1D1																							
uc011kqf.2	AKR1D1																							
uc011kqg.1	DQ587956																							
uc011kqh.2	SVOPL																							
uc011kqi.2	KIAA1549																							
uc011kqj.2	KIAA1549																							
uc011kqk.2	KIAA1549																							
uc011kql.2	KIAA1549																							
uc011kqm.1	TTC26																							
uc011kqn.1	TTC26																							
uc011kqo.1	TTC26																							
uc011kqp.1	TTC26																							
uc011kqq.1	TTC26																							
uc011kqr.2	UBN2																							
uc011kqs.2	LUC7L2																							
uc011kqt.2	LUC7L2																							
uc011kqu.2	TBXAS1																							
uc011kqv.2	TBXAS1																							
uc011kqw.2	TBXAS1																							
uc011kqx.1	TBXAS1																							
uc011kqy.2	LOC100134229																							
uc011kqz.2	SLC37A3																							
uc011kra.1	SLC37A3																							
uc011krb.1	SLC37A3																							
uc011krc.1	RAB19																							
uc011krd.1	MKRN1																							
uc011kre.2	DENND2A																							
uc011krf.1	LOC100134713																							
uc011krg.1	AGK																							
uc011krh.1	FLJ40852																							
uc011kri.1	SSBP1																							
uc011krj.1	DQ571874																							
uc011krk.2	PRSS37																							
uc011krl.2	PRSS37																							
uc011krm.1	CLEC5A																							
uc011kro.1	TCRBV22S1A2N1T																							
uc011krq.1	TCRBV5S1A1T																							
uc011krr.1	TCRBV5S1A1T																							
uc011krs.1	TCRBV20S1																							
uc011krv.1	TCRB																							
uc011krw.2	TCRBV13S6A2T																							
uc011krx.2	BV13S6J2.1																							
uc011kry.1	TCRBV5S6A3N2T																							
uc011krz.2	TCRBV13S1																							
uc011ksa.2	BV13S1J2.7																							
uc011ksb.1	TRB																							
uc011ksd.2	TCRBV1S1A1N1																							
uc011ksf.2	TCRBV13S5																							
uc011ksh.2	TCRVB																							
uc011ksi.2	TCRVB																							
uc011ksj.1	AX748042																							
uc011ksk.1	TCRBV3S1																							
uc011ksl.1	TCRBV4S1A1T																							
uc011ksm.1	PRSS1																							
uc011ksp.1	TCRB																							
uc011ksq.2	TRY6																							
uc011ksr.1	TRY6																							
uc011kss.1	X04930																							
uc011kst.2	EPHB6																							
uc011ksu.2	EPHB6																							
uc011ksv.2	OR6V1																							
uc011ksw.2	TAS2R39																							
uc011ksx.2	TAS2R40																							
uc011ksy.2	GSTK1																							
uc011ksz.2	GSTK1																							
uc011kta.2	CASP2																							
uc011ktb.2	CASP2																							
uc011ktc.1	CLCN1																							
uc011ktd.2	ZYX																							
uc011kte.2	ZYX																							
uc011ktf.2	ZYX																							
uc011ktg.2	TAS2R60																							
uc011kth.2	CTAGE15P																							
uc011kti.1	FAM115C																							
uc011ktj.1	FAM115C																							
uc011ktk.2	FAM115C																							
uc011ktl.1	FAM115C																							
uc011ktm.2	FAM115C																							
uc011ktn.1	FAM115C																							
uc011kto.2	FAM115C																							
uc011ktp.2	FAM115C																							
uc011ktq.1	FAM115C																							
uc011ktr.1	FAM115C																							
uc011kts.1	FAM115C																							
uc011ktt.2	FAM115C																							
uc011ktu.2	FAM115A																							
uc011ktv.2	OR2F2																							
uc011ktw.2	OR2A5																							
uc011ktx.2	OR2A25																							
uc011kty.2	OR2A12																							
uc011ktz.2	OR2A2																							
uc011kua.2	OR2A14																							
uc011kub.2	OR2A1																							
uc011kuc.2	OR2A7																							
uc011kud.2	OR2A1																							
uc011kug.2	EZH2																							
uc011kuh.2	EZH2																							
uc011kui.2	EZH2																							
uc011kuj.2	EZH2																							
uc011kuk.1	ZNF786																							
uc011kul.2	ZNF398																							
uc011kum.2	ZNF398																							
uc011kun.1	ZNF282																							
uc011kuo.2	ZNF783																							
uc011kup.1	LOC155060																							
uc011kuq.1	ZNF767																							
uc011kur.2	LOC401431																							
uc011kus.2	LOC728743																							
uc011kut.2	LOC728743																							
uc011kuu.2	GIMAP4																							
uc011kuv.2	GIMAP4																							
uc011kuw.2	NM_001162367																							
uc011kux.2	KCNH2																							
uc011kuy.2	NOS3																							
uc011kuz.2	NOS3																							
uc011kva.2	NOS3																							
uc011kvb.2	NOS3																							
uc011kvc.2	ATG9B																							
uc011kvd.2	ABCB8																							
uc011kve.2	SLC4A2																							
uc011kvf.2	AK296065																							
uc011kvg.2	GBX1																							
uc011kvh.1	SMARCD3																							
uc011kvj.1	NUB1																							
uc011kvk.1	WDR86																							
uc011kvl.2	PRKAG2																							
uc011kvm.1	GALNT11																							
uc011kvn.1	GALNT11																							
uc011kvo.2	LOC100128822																							
uc011kvp.1	ACTR3C																							
uc011kvq.2	DPP6																							
uc011kvr.2	LOC100132707																							
uc011kvt.1	LOC100128264																							
uc011kvu.2	INSIG1																							
uc011kvv.1	RBM33																							
uc011kvw.1	LINC00244																							
uc011kvx.2	LMBR1																							
uc011kvy.2	DNAJB6																							
uc011kvz.2	DNAJB6																							
uc011kwa.2	PTPRN2																							
uc011kwb.1	MIR153-2																							
uc011kwc.1	NCAPG2																							
uc011kwd.1	NCAPG2																							
uc011kwe.1	NCAPG2																							
uc011kwf.2	OR4F21																							
uc011kwg.1	C8orf42																							
uc011kwi.2	MYOM2																							
uc011kwj.2	CSMD1																							
uc011kwl.2	MCPH1																							
uc011kwm.2	AGPAT5																							
uc011kwo.1	FAM66B																							
uc011kwp.2	DEFB105A																							
uc011kwr.2	DEFB105A																							
uc011kws.1	FAM66E																							
